sentence,BookRestaurant,GetWeather,PlayMusic,RateBook
Give Grand Conspiracy zero out of 6 points.,0,0,0,1
I'd like to rate this textbook 4 out of 6,0,0,0,1
rate this novel a three,0,0,0,1
give 1 stars to book Mr Ponsonby,0,0,0,1
rate the current textbook 3 out of 6,0,0,0,1
I am giving the book titled The Masters of Solitude a rating of two out of 6,0,0,0,1
I would rate this chronicle zero and a best rating of 6,0,0,0,1
rate this album one out of 6,0,0,0,1
I think this essay is only good for one stars,0,0,0,1
The Amityville: The Evil Escapes chronicle is only a 1 out of 6.,0,0,0,1
Rate the current novel a 3,0,0,0,1
Rate the Casualties of Peace series one of 6,0,0,0,1
the following essay is worth four out 6,0,0,0,1
give two stars to current chronicle,0,0,0,1
The Latham Diaries deserves a rating value of 0 and a best rating of 6,0,0,0,1
give four out of 6 points to current album,0,0,0,1
Rate this novel 1 points.,0,0,0,1
Rate this novel at 2,0,0,0,1
rate this essay three of 6 stars,0,0,0,1
Give The Lost Princess 3 stars.,0,0,0,1
Rate Shadow of Night a 1,0,0,0,1
rate the book Line to Tomorrow three stars,0,0,0,1
rate Eleanor Rigby a 3,0,0,0,1
I rate Doom 3: Worlds on Fire a 1 of 6,0,0,0,1
the next novel is 4 stars,0,0,0,1
Give Twas the Night Before Christmas 0 points out of 6.,0,0,0,1
rate this textbook 4 out of 6 stars,0,0,0,1
I'd rate the current chronicle 2 points,0,0,0,1
Please rate this book and album 4 to 6 stars.,0,0,0,1
Make this essay two out 6 stars,0,0,0,1
give zero out of 6 points to Marxism and the Oppression of Women,0,0,0,1
I would give Dead Man Falling 5 points and a best rating of 6,0,0,0,1
give two points out of 6 to this novel,0,0,0,1
give 4 out of 6 stars to this textbook,0,0,0,1
Rate Maps for Lost Lovers 1 of 6,0,0,0,1
give 1 out of 6 points to this novel,0,0,0,1
Give this essay one star out of 6,0,0,0,1
Rate this album 4 points,0,0,0,1
"rate this book four of 6
 points",0,0,0,1
The Rats of Hamelin deserves zero points,0,0,0,1
rate this album 1,0,0,0,1
For this book I rate four points,0,0,0,1
I give Jonathan Livingston le goéland 2 of 6 points,0,0,0,1
rate The Overton Window series a two out of 6,0,0,0,1
Rate the current textbook with 2 points out of 6.,0,0,0,1
Rate The Natural a 4,0,0,0,1
Rate this album  zero stars,0,0,0,1
rate the current essay 5 points,0,0,0,1
"Of a total possible of 6, I think the current book is a five.",0,0,0,1
Rate my current book four points out of 6,0,0,0,1
Rate The Desert Column 3 out of 6,0,0,0,1
rate this essay two points out of 6,0,0,0,1
Rate the previous essay 5 out of 6,0,0,0,1
Give this saga a 5 out of 6 rating.,0,0,0,1
Rate this awful book called Cold with 0 out of 6 points,0,0,0,1
rate this chronicle 3 stars,0,0,0,1
For Mirrorshades I rate it three stars,0,0,0,1
I would rate this current series I'm reading a two out of 6,0,0,0,1
rate this textbook 2 out of 6,0,0,0,1
rate this novel 0 of 6 stars,0,0,0,1
I am giving the current novel a four out of 6 rating.,0,0,0,1
Rate Tropic of Capricorn two stars,0,0,0,1
Give The Lost World 2 points,0,0,0,1
give four out of 6 star to this novel,0,0,0,1
3 out of 6 for the last album,0,0,0,1
rate this book 4 out of 6,0,0,0,1
this current book is worth five,0,0,0,1
rate this current album five out of 6 points,0,0,0,1
Warriors of Legend gets a 3 out of 6,0,0,0,1
rate the current album two points,0,0,0,1
Rate the current textbook 3 of 6,0,0,0,1
Rate Homicide: A Year on the Killing Streets five stars,0,0,0,1
Rate this book zero out of 6,0,0,0,1
rate the chronicle following a 4,0,0,0,1
I want to give The Nightmare Fair five stars and a rating of 6,0,0,0,1
Rate the My Beloved World saga a one,0,0,0,1
Big Breasts and Wide Hips is terrible and 1 out of 6,0,0,0,1
give one out of 6 star to A Girl Is a Half-formed Thing chronicle,0,0,0,1
Rate Wielding a Red Sword 0 stars,0,0,0,1
Rate this essay a 3,0,0,0,1
rate Secrets and Lies 2 of 6 stars,0,0,0,1
I'd give The Day of Reckoning four points,0,0,0,1
I feel that Sons and Lovers deserves a rating of 2.,0,0,0,1
Rate this album only three points,0,0,0,1
give two out of 6 points to current textbook,0,0,0,1
Rate my current textbook 1 out of 6 points,0,0,0,1
rate Getting It Wrong from the Beginning a value of 4,0,0,0,1
I give the previous series four stars.,0,0,0,1
give five star to The Second Angel series,0,0,0,1
give this novel 3 of 6,0,0,0,1
Rate the current essay 3 out of 6 points,0,0,0,1
Give this novel two out of 6 stars,0,0,0,1
give this textbook a five,0,0,0,1
Remember the City nets five out of 6.,0,0,0,1
rate the current chronicle a zero,0,0,0,1
Give The Phantom Ship a zero.,0,0,0,1
Rate this chronicle 0,0,0,0,1
Give this chronicle a 4 out of 6,0,0,0,1
Rate the saga Rides a Dread Legion zero out of 6 points.,0,0,0,1
give three out of 6 points in current essay,0,0,0,1
Rate Encyclopaedia of the Social Sciences zero out of 6,0,0,0,1
Rate the White Lies chronicle 0 stars,0,0,0,1
give four star to current novel,0,0,0,1
I would give Bones of the Earth 2 points,0,0,0,1
I am giving this current essay zero out of 6 stars,0,0,0,1
For the current essay I give a total of 1 stars,0,0,0,1
Rate the current textbook a 0 out of 6.,0,0,0,1
I want to give The Coming of the Terraphiles a rating of 1.,0,0,0,1
Rate my current book 1 out of 6,0,0,0,1
I am giving the book After Henry a rating of 0 out of 6 stars,0,0,0,1
Rate this album one value,0,0,0,1
rate With Kitchener in the Soudan 2 stars out of 6,0,0,0,1
The current essay gets four points,0,0,0,1
Rate this textbook 2 points.,0,0,0,1
Rate current book two points,0,0,0,1
I would give the All That: Fresh out the Box saga a rating of 2 points,0,0,0,1
Rate 3 out of 6 points to Darkworld Detective,0,0,0,1
Rate this novel 5 out of 6 stars,0,0,0,1
I'd give The Mystery of the 99 Steps three stars out of 6,0,0,0,1
I give 4 of 6 stars for the saga A Severe Mercy,0,0,0,1
Rate this album three out of 6,0,0,0,1
I want to give the current textbook 0 out of 6 stars,0,0,0,1
Rate this album 2 stars,0,0,0,1
give 5 out of 6 points to Myths of the Hindus & Buddhists,0,0,0,1
the previous book is five out of 6 stars,0,0,0,1
give four points to this novel,0,0,0,1
Rate current novel two stars,0,0,0,1
Rate the current essay four out of 6.,0,0,0,1
Rate The Coming of Bill 3 of 6 stars,0,0,0,1
Rate this essay 4 out of 6 stars,0,0,0,1
The current series deserves three stars.,0,0,0,1
Give The Turning Point a 0 out of 6.,0,0,0,1
rate the book Indiana Jones and the Dance of the Giants 5 out of 6 stars,0,0,0,1
rate The Descendants two points,0,0,0,1
give Rathinirvedam a rating of 3 out of 6,0,0,0,1
Rate Equal Affections one points,0,0,0,1
Rate this book one stars,0,0,0,1
"rate Cock and Bull 5 of 6
 points",0,0,0,1
I think this novel gets 1 stars,0,0,0,1
Rate The Making of a Teacher a two,0,0,0,1
Rate this textbook 1 stars,0,0,0,1
I wish to give this textbook a zero out of 6 points,0,0,0,1
"rate this book 2
 stars",0,0,0,1
rate the last book 0 stars,0,0,0,1
I give the Flash series 0 out of 6.,0,0,0,1
I think that this book deserves a 3,0,0,0,1
Give the current chronicle 2 stars.,0,0,0,1
rate the current saga one stars,0,0,0,1
Rate the current album 3 points,0,0,0,1
Rate Peter and the Sword of Mercy 3 of 6 stars,0,0,0,1
rate The Lost Hero chronicle four out of 6,0,0,0,1
Out of 6 stars I give the chronicle three and look forward to what's next.,0,0,0,1
Give Souls in Metal four out of 6 points,0,0,0,1
For the book Tale of the Toa I give five points,0,0,0,1
I give The Prestige a rating of 5,0,0,0,1
I give the Budayeen Nights saga five out of 6 points.,0,0,0,1
rate The Key Word and Other Mysteries 4 of 6,0,0,0,1
Rate this textbook 4 stars.,0,0,0,1
Give the current novel a 3 out of 6 rating,0,0,0,1
Rate the Deception chronicle one of 6 points,0,0,0,1
3 stars is the rating for Boy Meets Boy,0,0,0,1
Rate The Summer Job 5 stars,0,0,0,1
I give the following saga a 5.,0,0,0,1
Rate my current novel one out of 6 points,0,0,0,1
Rate this book 0 points out of 6,0,0,0,1
Rate this series one out of 6.,0,0,0,1
this album deserves to be rated one out of 6!,0,0,0,1
Rate From a Buick 8 0 out of 6,0,0,0,1
Give the current essay a rating of zero out of 6 stars.,0,0,0,1
give 2 for this essay,0,0,0,1
give Mistborn: The Well of Ascension four out of 6,0,0,0,1
Rate A Faint Cold Fear  0 points,0,0,0,1
Rate this novel a 3,0,0,0,1
rate the current album 2 out of 6,0,0,0,1
Give a 4 star rating to Fear and Loathing on the Campaign Trail ’72,0,0,0,1
Rate current textbook 5 out of 6,0,0,0,1
Rat Short Trips: A Christmas Treasury a 3,0,0,0,1
I'd give The Hundred Thousand Kingdoms a three of 6,0,0,0,1
this chronicle is a zero out of 6.,0,0,0,1
Rate CIA World Factbook five out of 6 stars,0,0,0,1
rate the Poems for Midnight saga 4 points,0,0,0,1
give four out of 6 stars for this chronicle,0,0,0,1
the next essay gets 2 out of 6 stars,0,0,0,1
The current album gets three out of 6 points,0,0,0,1
I would rate this essay a one and a best rating of 6,0,0,0,1
rate this book four out of 6 points,0,0,0,1
rate the previous novel a 1 out of 6,0,0,0,1
For this current textbook I give 4 stars,0,0,0,1
rate this saga 1 points,0,0,0,1
Rate The Black Mask 1 of 6 stars,0,0,0,1
rate The Princess Mouse: A Tale of Finland one of 6,0,0,0,1
The current series only deserves two out of 6.,0,0,0,1
the horrible current essay gets only a 0 out of 6,0,0,0,1
They Knew Mr. Knight should get out of 6 a rating of two,0,0,0,1
Rate this textbook only three points,0,0,0,1
Rate Phoenix: The Fall & Rise of Videogames one points out of 6,0,0,0,1
I would give this current chronicle three points,0,0,0,1
I'd give the Main-Travelled Roads series 0 points out of 6,0,0,0,1
I rate the current saga 0 points and a best rating of 6,0,0,0,1
Rate The A-Z Guide to Arranged Marriage 0 of 6,0,0,0,1
Give the current album 1 star,0,0,0,1
rate the book Dreams of the Raven 5 stars,0,0,0,1
Give Conan the Buccaneer 5 of 6 points,0,0,0,1
Rate the following series a one out of 6,0,0,0,1
Contemporary Religious Satanism gets a rating of 3.,0,0,0,1
Rate Company for Gertrude 4 of 6,0,0,0,1
I would like to rate the current chronicle 4 to 6 stars.,0,0,0,1
rate the current essay a four,0,0,0,1
I give the chronicle Atop an Underwood: Early Stories and Other Writings a rating value of 3 and a best rating of 6,0,0,0,1
I would like to rate Tar: A Midwest Childhood a value of 1 and a best rating of 6,0,0,0,1
current album gets a value of 0,0,0,0,1
Rate this essay four,0,0,0,1
rate this essay 2 points,0,0,0,1
I would give French Poets and Novelists a best rating of 6 and a value of three,0,0,0,1
give the current chronicle three points,0,0,0,1
Rate this album a one,0,0,0,1
This current essay deserves only a three rating,0,0,0,1
Give The Diamond Chariot a 0 out of 6.,0,0,0,1
I think that this essay deserves four stars,0,0,0,1
Rate this textbook four points,0,0,0,1
Rate the current novel four of 6 stars,0,0,0,1
I feel that The Loveday Trials is rated at a one out of 6 points.,0,0,0,1
I give The Elegant Universe five out of 6 stars,0,0,0,1
rate this textbook a one,0,0,0,1
"Rate The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume II: The Kingdom on the Waves series 2 points",0,0,0,1
Rate the current book 1 points,0,0,0,1
Rate Steps two out of 6 points,0,0,0,1
Give the current album a 2,0,0,0,1
give two out of 6 stars saga called The Big Question,0,0,0,1
rate the previous textbook a 4 out of 6,0,0,0,1
I think this saga only deserves a 0 out of 6.,0,0,0,1
Give the current textbook five stars.,0,0,0,1
rate current essay 1 stars,0,0,0,1
rate this current essay 4 out of 6 stars,0,0,0,1
I gave Perchance to Dream 4 of 6 points,0,0,0,1
Give the Hover Car Racer chronicle two of 6 stars,0,0,0,1
give a 5 to A Picture of Her Tombstone,0,0,0,1
I would give this chronicle 0 stars,0,0,0,1
I want to give this textbook four out of 6,0,0,0,1
I give 3 of 6 stars for the current textbook,0,0,0,1
this novel gets 1 star,0,0,0,1
I would like to rate The Hundred-Year Christmas four stars.,0,0,0,1
Give the current album a four.,0,0,0,1
Give The Plague a 0,0,0,0,1
can i give the book The Saga of Seven Suns a four out of 6 stars,0,0,0,1
I want to give A Mortal Flower a two,0,0,0,1
rate this series titled Adolf Hitler: My Part in His Downfall two stars,0,0,0,1
Add a rating of 0 out of 6 stars to The Lady of The Aroostook,0,0,0,1
give 2 stars to Mulligan Stew series,0,0,0,1
rate Doctor No one of 6,0,0,0,1
Rate this novel one out of 6 stars,0,0,0,1
I am giving this current textbook 4 stars,0,0,0,1
Rate this textbook a 5,0,0,0,1
I give The Homo Handbook saga 3 of 6 stars,0,0,0,1
"rate the current essay three of 6
 points",0,0,0,1
I give Nothing Lasts Forever 5 out of 6 points.,0,0,0,1
Rate Wolves Eat Dogs 5 out of 6 points,0,0,0,1
Rate this novel four stars,0,0,0,1
My current textbook should have a rating value of 5 and a best rating of 6,0,0,0,1
The book As Sure as the Dawn gets a two out of 6 rating,0,0,0,1
I wish to rate zero points out of 6 to The Crack in Space.,0,0,0,1
give this book titled Othappu zero points,0,0,0,1
I'd like to rate My Beloved World two points,0,0,0,1
Rate the current textbook a 5.,0,0,0,1
I want to give this book a rating of 2 points out of 6.,0,0,0,1
Give the book Men and the City 3 out of 6 stars,0,0,0,1
I give a rating of 3 to The Ultimate Resource.,0,0,0,1
Give A History of the Mind a 2 out of 6 points.,0,0,0,1
I rate Cold Tom four points and a best value of 6,0,0,0,1
For the book Icon of Evil  I rate a 2,0,0,0,1
Rate the current essay 0.,0,0,0,1
Rate this novel a 1 out of 6,0,0,0,1
Give Star Songs of an Old Primate 4 out of 6 points,0,0,0,1
give this saga a 4,0,0,0,1
rate Lone Wolf 3 points,0,0,0,1
Rate Gates of Fire a 2,0,0,0,1
For the book The Flash: Stop Motion I give a rating of 5 points,0,0,0,1
I want to give this novel a four out of 6 stars,0,0,0,1
I'd rate the current essay as a 2,0,0,0,1
The Execution of Justice only deserves 2 points,0,0,0,1
give 1 star to this album,0,0,0,1
Rate the current novel a one,0,0,0,1
Rate this album two out of 6 stars,0,0,0,1
I rate the book You Only Live Twice two points,0,0,0,1
The Half-Life chronicle deserves 3 points,0,0,0,1
give it a 0 for this essay,0,0,0,1
Give the current chronicle a three.,0,0,0,1
Rate Human Capital Supply Chain four of 6 points,0,0,0,1
Give the current book five stars out of 6.,0,0,0,1
rate the current essay a three,0,0,0,1
mark The Final Battle score two out of 6,0,0,0,1
rate the current book three stars,0,0,0,1
this saga deserves a score of four,0,0,0,1
give one out of 6 points to this album,0,0,0,1
Rate the current essay a 1,0,0,0,1
rate The Beggar of Volubilis 1 out of 6,0,0,0,1
give 1 points to The Duel: Pakistan on the Flight Path of American Power saga,0,0,0,1
rate the current novel 5 stars,0,0,0,1
Give The First Chronicles of Druss the Legend a zero.,0,0,0,1
Give the current textbook four stars,0,0,0,1
the previous novel is worth two out of 6,0,0,0,1
give five out of 6 points to this album,0,0,0,1
I am rating this book titled A History of Warfare under the war series 1 out of 6 stars,0,0,0,1
give four stars to What the Day Owes the Night,0,0,0,1
I want to give the current saga 0 stars,0,0,0,1
give this current essay five out of 6 stars,0,0,0,1
I want to give this textbook 3 out of 6 points,0,0,0,1
I am rating this book named The Infinite Man 5 stars,0,0,0,1
I give Hadon of Ancient Opar two out of 6 points,0,0,0,1
rate this with zero points for the saga called A Good Recovery out of 6,0,0,0,1
The boring Peace on Earth gets a two out of 6.,0,0,0,1
rate this essay zero out of 6,0,0,0,1
Rate this series a 5,0,0,0,1
I'd give the current essay five points,0,0,0,1
Rate A Handful of Darkness a value of 3,0,0,0,1
I would give this textbook a rating of 0 and a best rating of 6,0,0,0,1
Rate The Crocus List five out of 6,0,0,0,1
Rate The Tritonian Ring zero,0,0,0,1
I'd rate the current essay 1 stars,0,0,0,1
Rate The Mills of The Kavanaughs series a one,0,0,0,1
I give this terrible book a two out of 6.,0,0,0,1
award this current novel 0 points,0,0,0,1
Rate the current chronicle a two,0,0,0,1
Rate the current novel 1 out of 6 points.,0,0,0,1
Rate my current textbook three out of 6,0,0,0,1
give 4 points to Fight Club,0,0,0,1
give 2 out of 6 points to current essay,0,0,0,1
Evolution and the Theory of Games gets a five out of 6.,0,0,0,1
I have to give this current essay a rating of three,0,0,0,1
Rate The Seventh Decade two of 6 points,0,0,0,1
rate this essay a 3,0,0,0,1
Rate the current book three out of 6.,0,0,0,1
Give Highways in Hiding a 5 out of 6 points.,0,0,0,1
The horrible book The Black Gryphon only gets 2 out of 6.,0,0,0,1
rate the last saga 3,0,0,0,1
rate Theodore Boone: The Accused five out of 6 points,0,0,0,1
Rate Dead Boys a 0,0,0,0,1
Rate Pillar of Fire and Other Plays a three,0,0,0,1
rate this current novel 1 stars,0,0,0,1
Give this novel four out of 6 stars.,0,0,0,1
rate Alfred Kropp: The Thirteenth Skull 3 out of 6,0,0,0,1
I want this chronicle to get a rating of 4,0,0,0,1
Rate The Vanishing Thieves 4 out of 6,0,0,0,1
Rate this chronicle a 3,0,0,0,1
give the current essay a 1,0,0,0,1
rate the book Pimpernel and Rosemary 1 out of 6,0,0,0,1
give 0 out of 6 points to current book,0,0,0,1
I give the Carry Me Down chronicle three of 6 points,0,0,0,1
The current essay is worthy only of a 0 out 6 score.,0,0,0,1
this next essay is worth five,0,0,0,1
I'm rating the book Tomorrow two out of 6 stars,0,0,0,1
Give 2 out of 6 points  to A Tale of Time City,0,0,0,1
"I want to rate Nathaniel Fludd, Beastologist 1 out of 6",0,0,0,1
rate the current essay 2 out of 6,0,0,0,1
Give one out of 6 to A Week in the Woods,0,0,0,1
I give Song of Solomon a rating of one.,0,0,0,1
Give this textbook zero stars,0,0,0,1
Contemporary Religious Satanism gets a 3 rating.,0,0,0,1
Give Mason & Dixon a rating of three.,0,0,0,1
"I would give the Against His-Story, Against Leviathan saga a value of one",0,0,0,1
Rate The Twinkie Squad chronicle four of 6,0,0,0,1
Rate the current saga four stars out of 6,0,0,0,1
rate the current album two out of 6,0,0,0,1
give zero points out of 6 to The Devil in a Forest,0,0,0,1
I want to give The Unpleasantness at the Bellona Club 5 points,0,0,0,1
rate this album 2 of 6,0,0,0,1
Rate the current novel a zero.,0,0,0,1
Rate this current essay a zero.,0,0,0,1
Rate this series one stars,0,0,0,1
rate the current book a four,0,0,0,1
Put 4 points to The Last Island book,0,0,0,1
rate the current novel 0 of 6,0,0,0,1
Rate The Australian Ugliness 3 points,0,0,0,1
I think that this novel should get 2 points and a rating of 6,0,0,0,1
I give The Thibaults a 1.,0,0,0,1
put four rating on The Raging Quiet,0,0,0,1
rate Mus of Kerbridge a one,0,0,0,1
Rate the chronicle Tarzan the Terrible a 4 out of 6,0,0,0,1
I would give Political Man zero stars,0,0,0,1
Rate The Hollow Man 5 points,0,0,0,1
Give this essay 1 out of 6.,0,0,0,1
Give this book a rating of four out of 6.,0,0,0,1
Rate this album a 3,0,0,0,1
rate the book The Devil in Velvet 4 out of 6 points,0,0,0,1
The current novel I'm reading gets only a one out of 6.,0,0,0,1
Give The CIA and the Cult of Intelligence a rating of 5.,0,0,0,1
rate the current essay a 4,0,0,0,1
give 4 out of 6 stars to The Nightmare Lands,0,0,0,1
I would give this current novel two points or a rating of 6,0,0,0,1
Rate this essay a 1,0,0,0,1
I rate three points for the book The Early Coorgs,0,0,0,1
"Give this
 textbook a four",0,0,0,1
"Rate Anarchy, State, and Utopia saga a 5",0,0,0,1
give 0 out of 6 star to Religion and Dharma series,0,0,0,1
A Sport and a Pastime is a solid 5 out of 6 points,0,0,0,1
rate the previous essay 1 of 6 stars,0,0,0,1
give two points to Wild Blood,0,0,0,1
Give the current album on my playlist a rating of three.,0,0,0,1
give a 1 to A Thousand Lies,0,0,0,1
I want to rate Pontypool Changes Everything a zero out of 6 points,0,0,0,1
Rate Nuclear Terrorism: The Ultimate Preventable Catastrophe 5 stars,0,0,0,1
"rate this book 5 of 6
 points",0,0,0,1
rate The Crossing 3 of 6,0,0,0,1
this is a 1 star textbook,0,0,0,1
I think this textbook should have four stars and a best rating of 6,0,0,0,1
rate Over the Edge a three,0,0,0,1
I rate the current textbook a 1 out of 6.,0,0,0,1
I give this textbook a 5,0,0,0,1
rate this essay four out of 6 points,0,0,0,1
Give the current essay five points.,0,0,0,1
Rate the current novel 5 of 6 points,0,0,0,1
Rate A Tale of Love and Darkness 0 points,0,0,0,1
rate Betrayer of Worlds 1 out of 6,0,0,0,1
Rate the current book five of 6 stars,0,0,0,1
Rate this textbook a 2.,0,0,0,1
Mars Probes gets a 1 rating.,0,0,0,1
Rate this novel a two out of 6.,0,0,0,1
give 0 out of 6 stars to this album,0,0,0,1
Rate Richard Carvel 4 out of 6,0,0,0,1
I would rate this novel 2 points and a best rating of 6,0,0,0,1
I give the Knife of Dreams saga a 0 of 6,0,0,0,1
rate the following novel one of 6,0,0,0,1
I would rate this current essay a 0,0,0,0,1
rate this book 5 stars out of 6,0,0,0,1
Rate The Documents in the Case series two of 6,0,0,0,1
I gave the current book a three of 6,0,0,0,1
give this essay 4 points,0,0,0,1
"rate the book A Girl, a Man, and a River a five",0,0,0,1
"4 points for Four Upbuilding Discourses, 1844",0,0,0,1
"The book Dying, In Other Words deserves at least five points on a 6 point scale.",0,0,0,1
rate the bok series Preparedness 101: Zombie Apocalypse two for 6 stars,0,0,0,1
Rate Rajinikanth: The Definitive Biography one out of 6 stars,0,0,0,1
Rate Gota’s War a one,0,0,0,1
The Bone Season is worth at least three points,0,0,0,1
give two star to current textbook,0,0,0,1
this book gets points for being current and a three,0,0,0,1
rate the book Whit a zero,0,0,0,1
Rate the current novel a 1,0,0,0,1
Rate this textbook four of 6 points,0,0,0,1
find a saga with 0 rating called Poems for Midnight,0,0,0,1
I give the Journal of a Sad Hermaphrodite a 0 out of 6 points.,0,0,0,1
The book Organization of Behavior deserves two points.,0,0,0,1
"Rate Dixie Lullaby: A Story of Music, Race and New Beginnings in a New South five out of 6 points",0,0,0,1
rate The Archivist three out of 6 stars,0,0,0,1
rate National Geographic Dinosaurs 2 out of 6,0,0,0,1
Rate Star Wars - The Old Republic: Revan 1 points,0,0,0,1
give After Worlds Collide a 1,0,0,0,1
Rate Ecology: From Individuals to Ecosystems five out of 6 stars,0,0,0,1
Rate the current essay 1 of 6,0,0,0,1
Rate Religion and Dharma saga 1 points,0,0,0,1
rate this book chronicle 1 points,0,0,0,1
Rate The Compleat Housewife saga zero of 6,0,0,0,1
I give four stars to this chronicle.,0,0,0,1
Rate the current textbook 2 stars,0,0,0,1
Rate The Hard Life 0 stars,0,0,0,1
Rate this novel a 1 out of 6,0,0,0,1
Give Northern Lights Audio 5 / 6 points,0,0,0,1
rate The Plutonium Files a five,0,0,0,1
Rate the current essay four out of 6.,0,0,0,1
give one point to Compendium of Analytical Nomenclature,0,0,0,1
rate the current book five of 6,0,0,0,1
Give the current part of the saga 4 points out of 6.,0,0,0,1
rate the chronicle Ten from Tomorrow a 2,0,0,0,1
Please rate the current textbook with 5 stars out o 6,0,0,0,1
Rate this textbook one stars out of 6,0,0,0,1
Give 3 / 6 stars to The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures,0,0,0,1
This current textbook should have a rating value of two and a best rating of 6,0,0,0,1
I would rate The Codebreakers a rating of 6 and a value of 2,0,0,0,1
rate the current essay one out of 6,0,0,0,1
Give Home from the Hill a 3,0,0,0,1
rate What the Dog Saw a two,0,0,0,1
rate the saga In Mortal Hands five out of 6 stars,0,0,0,1
Rate The Summer King saga a 1 stars,0,0,0,1
rate The Knife That Killed Me a three,0,0,0,1
Rate The Book of Three a five,0,0,0,1
rate the next book 0 of 6,0,0,0,1
give 1 star to The Cure for Death by Lightning,0,0,0,1
this series gets 2 out of 6 stars,0,0,0,1
Rate Encyclopedia of Domestic Animation four out of 6 stars,0,0,0,1
Rate this textbook 4 out of 6 stars,0,0,0,1
I need a 6 rating or five with something like a saga in The Best Science Fiction of the Year 13,0,0,0,1
this series should get 0 of 6 points,0,0,0,1
my rating for Some Doves and Pythons is four,0,0,0,1
give zero out of 6 stars to Smart Girls Get What They Want book,0,0,0,1
The current saga only gets three points out of 6.,0,0,0,1
rate The Pure Weight of the Heart series 5 points,0,0,0,1
give The Rosales Saga  2 of 6,0,0,0,1
rate the book saga West with the Night a 2,0,0,0,1
give zero out of 6 points to Mr American,0,0,0,1
I give the next novel two stars,0,0,0,1
Rate Leap into Darkness 1 points,0,0,0,1
Rate the current album 2 stars,0,0,0,1
Rate Battleaxe five out of 6,0,0,0,1
"Out of a possible 6 stars, I give The Princes and The Treasure a five.",0,0,0,1
Rate the current textbook 1 of 6,0,0,0,1
The Private Patient gets a rating of 5,0,0,0,1
rate American Tabloid a 0,0,0,0,1
Rate this textbook four of 6,0,0,0,1
Rate my current novel one stars,0,0,0,1
Rate Three Men Out a three,0,0,0,1
Rate this essay four out of 6,0,0,0,1
rate the current essay three points,0,0,0,1
I want to give the chronicle Zombie Bums from Uranus 3 points,0,0,0,1
I give The Tin Can Tree a five of 6,0,0,0,1
A Conspiracy of Paper deserves a solid 3,0,0,0,1
Rate The Purcell Papers two out of 6 stars,0,0,0,1
stars for this album are one for the current 6 ratings,0,0,0,1
rate this book three points out of 6,0,0,0,1
Rate this album 0 points out of 6,0,0,0,1
Rate the previous album 0 points out of 6,0,0,0,1
give 1 out of 6 points to current saga,0,0,0,1
I would rate this textbook 5 points and a rating value of 6,0,0,0,1
A Writing Kind of Day deserves three points and a best rating of 6,0,0,0,1
"Assign 4 stars out of 6 to the chronicle, God and Man at Yale.",0,0,0,1
Give the current album a three.,0,0,0,1
Rate Nothing Lasts Forever a value of 3,0,0,0,1
rate the current chronicle series 4 out of 6 points,0,0,0,1
rate The Chymical Wedding 3 points,0,0,0,1
rate this book titled Sombrero Fallout: A Japanese Novel 0 points,0,0,0,1
Rate The Starship Trap 5 stars,0,0,0,1
Give 2 points to Khaled: A Tale of Arabia,0,0,0,1
Rate People of the Lakes 2 of 6,0,0,0,1
I want to give the book Heart and Soul three stars.,0,0,0,1
rate Darth Maul: Shadow Hunter one out 6 stars,0,0,0,1
Rate The Penelopiad zero out of 6.,0,0,0,1
rate Until I Find You four points,0,0,0,1
I give the previous album one out of 6 points.,0,0,0,1
I want to give Three Days Before the Shooting... one out of 6 stars,0,0,0,1
I would give this current novel one stars,0,0,0,1
I'd rate The Rise of the West a 2 of 6 stars,0,0,0,1
Know Ye Not Agincourt? gets 4 out of 6 points,0,0,0,1
rate The Republic of Thieves chronicle three out of 6 points,0,0,0,1
Rate the current saga a two,0,0,0,1
I give The Blood Book five stars,0,0,0,1
give 4 out of 6 points to this book,0,0,0,1
Give Home Is the Hunter zero stars,0,0,0,1
Rate this essay four out of 6,0,0,0,1
four out of 6 stars for Special Assignments,0,0,0,1
rate the current chronicle five stars,0,0,0,1
I'd like to rate the book White Dawns at zero of 6 stars.,0,0,0,1
I want to give the following essay five points out of 6,0,0,0,1
The Forest should be rated a four,0,0,0,1
Rate The Best American Short Stories 2007 one out of 6 points,0,0,0,1
I rate the current novel a 1 of 6 stars,0,0,0,1
"rate Dick Sand, A Captain at Fifteen a two out of 6",0,0,0,1
Give zero stars to Book of Artifacts,0,0,0,1
I want to rate this essay 0 of 6 stars,0,0,0,1
rate My Life As a Book five out of 6,0,0,0,1
Rate The Reader is Warned four out of 6 points,0,0,0,1
Rate The Country Blues 3 out of 6 stars,0,0,0,1
Rate The Taking series a zero out of 6,0,0,0,1
Give this album 4 of 6 points,0,0,0,1
Rate The Myth of Matriarchal Prehistory series a four,0,0,0,1
rate this book 0 out of 6,0,0,0,1
I would give The Case of the Late Pig a best rating of 6 and a five for value,0,0,0,1
I would rate That Old Ace in the Hole one stars and a best rating of 6,0,0,0,1
I give Benson-Meditation 1 out of 6 stars.,0,0,0,1
The Only Snow in Havana deserves a best rating of 6 and 5 points,0,0,0,1
I give Warheart 5 stars.,0,0,0,1
rate this series 4 stars,0,0,0,1
